first_name,last_name,round,teetime,pos,round1.topar,topar,total,round1.total,hole01,hole02,hole03,hole04,hole05,hole06,hole07,hole08,hole09,hole10,hole11,hole12,hole13,hole14,hole15,hole16,hole17,hole18,round2.topar,round2.total,round3.topar,round3.total,round4.topar,round4.total
Thorbjorn,Olesen,3,8:36 AM,T21,NA,-5,283,NA,4,4,4,3,5,2,4,4,4,4,3,3,4,4,4,3,4,5,NA,NA,+1,68,NA,NA
Charley,Hoffman,3,7:30 AM*,T29,NA,-4,284,NA,3,5,4,2,4,3,4,5,4,5,4,3,4,4,5,4,5,4,NA,NA,-2,72,NA,NA
Bryson,DeChambeau,3,7:41 AM*,T29,NA,-4,284,NA,4,6,4,3,5,3,4,5,3,3,4,3,4,4,5,4,5,4,NA,NA,-2,73,NA,NA
Louis,Oosthuizen,3,8:47 AM,T29,NA,-4,284,NA,4,5,4,4,5,3,3,4,4,4,3,4,5,4,5,3,4,3,NA,NA,+4,71,NA,NA
Viktor,Hovland,3,7:30 AM*,T32,NA,-3,285,NA,4,5,4,4,5,4,3,5,4,3,4,3,4,3,4,4,3,5,NA,NA,-1,71,NA,NA
Hideki,Matsuyama,3,7:52 AM,T32,NA,-3,285,NA,4,4,3,4,5,2,3,5,3,4,4,3,4,3,4,3,4,6,NA,NA,E,68,NA,NA
Gary,Woodland,3,7:52 AM*,T32,NA,-3,285,NA,5,4,4,4,5,3,5,4,3,5,5,3,4,4,4,3,5,4,NA,NA,-2,74,NA,NA
Charles,Howell III,3,8:03 AM*,T32,NA,-3,285,NA,4,5,4,4,5,3,3,4,3,5,5,3,5,5,5,3,5,5,NA,NA,-3,76,NA,NA
Kevin,Tway,3,7:41 AM,T36,NA,-2,286,NA,5,4,3,4,4,3,5,4,4,3,4,3,5,5,4,3,3,4,NA,NA,+1,70,NA,NA
Henrik,Stenson,3,7:52 AM,T36,NA,-2,286,NA,4,4,3,4,4,3,4,4,4,4,4,3,4,5,4,2,4,3,NA,NA,+1,67,NA,NA
Tommy,Fleetwood,3,8:03 AM,T36,NA,-2,286,NA,4,4,4,3,4,2,4,5,4,4,4,3,5,4,4,4,4,4,NA,NA,+2,70,NA,NA
Jimmy,Walker,3,8:03 AM*,T36,NA,-2,286,NA,4,6,4,4,4,3,4,5,4,4,4,4,5,3,4,2,3,5,NA,NA,-2,72,NA,NA
Alvaro,Ortiz,3,8:14 AM*,T36,NA,-2,286,NA,4,5,4,4,4,3,5,5,5,4,4,2,4,3,5,3,4,5,NA,NA,-3,73,NA,NA
Patrick,Reed,3,8:25 AM*,T36,NA,-2,286,NA,4,5,3,3,5,3,4,4,4,5,5,3,5,4,4,4,4,5,NA,NA,-3,74,NA,NA
Rafael,Cabrera Bello,3,8:47 AM*,T36,NA,-2,286,NA,4,6,4,3,4,3,5,5,5,4,4,2,5,5,4,3,4,5,NA,NA,-4,75,NA,NA
Keegan,Bradley,3,7:52 AM*,T43,NA,-1,287,NA,4,5,3,3,3,4,5,5,3,4,4,3,4,5,5,3,4,4,NA,NA,E,71,NA,NA
Keith,Mitchell,3,8:25 AM*,T43,NA,-1,287,NA,5,4,5,4,4,3,5,4,4,3,3,4,4,4,4,4,5,3,NA,NA,-3,72,NA,NA
Haotong,Li,3,8:58 AM*,T43,NA,-1,287,NA,4,4,4,3,4,4,5,5,4,4,4,3,4,4,5,3,5,4,NA,NA,-4,73,NA,NA
Corey,Conners,3,8:03 AM,T46,NA,E,288,NA,4,4,4,3,5,3,4,5,4,4,4,3,4,4,5,3,4,4,NA,NA,+4,71,NA,NA
Kevin,Na,3,8:14 AM*,T46,NA,E,288,NA,4,5,4,3,4,3,5,5,3,5,4,3,5,4,4,3,4,5,NA,NA,-1,73,NA,NA
Andrew,Landry,3,8:36 AM*,T46,NA,E,288,NA,4,4,4,3,5,3,3,4,5,5,5,2,5,4,7,3,3,4,NA,NA,-2,73,NA,NA
Marc,Leishman,3,7:30 AM,T49,NA,+1,289,NA,4,4,3,4,4,3,5,6,3,5,4,3,4,4,3,3,4,4,NA,NA,+3,70,NA,NA
Kiradech,Aphibarnrat,3,8:14 AM*,T49,NA,+1,289,NA,4,6,4,4,5,3,4,6,4,4,4,2,6,4,4,3,4,4,NA,NA,+1,75,NA,NA
Cameron,Smith,3,7:52 AM,T51,NA,+2,290,NA,4,4,4,3,5,2,4,5,4,3,4,4,4,4,5,3,3,4,NA,NA,+5,69,NA,NA
Eddie,Pepperell,3,8:47 AM*,T51,NA,+2,290,NA,4,5,4,3,4,3,5,4,4,4,4,3,6,3,5,3,3,5,NA,NA,-1,72,NA,NA
Martin,Kaymer,3,8:58 AM*,T51,NA,+2,290,NA,4,4,4,3,4,3,5,5,4,5,4,3,4,4,5,3,4,4,NA,NA,-1,72,NA,NA
Trevor,Immelman,3,9:20 AM*,T51,NA,+2,290,NA,5,5,3,4,5,3,4,6,3,4,4,2,6,5,4,3,4,5,NA,NA,-3,75,NA,NA
Devon,Bling,3,8:25 AM*,55,NA,+3,291,NA,4,6,3,4,4,3,3,4,4,4,5,2,4,4,6,4,3,4,NA,NA,+1,71,NA,NA
Tyrrell,Hatton,3,8:36 AM*,T56,NA,+4,292,NA,4,4,3,3,4,2,4,5,4,3,5,3,5,4,7,3,5,4,NA,NA,+2,72,NA,NA
Billy,Horschel,3,9:09 AM*,T56,NA,+4,292,NA,4,5,4,3,5,3,5,5,5,4,5,3,4,3,5,3,4,4,NA,NA,-1,74,NA,NA
Takumi,Kanaya,3,7:41 AM*,T58,NA,+5,293,NA,4,4,3,3,4,2,5,4,3,4,4,2,6,4,5,3,4,4,NA,NA,+6,68,NA,NA
Branden,Grace,3,8:58 AM*,T58,NA,+5,293,NA,4,5,4,3,5,3,4,5,4,5,4,3,4,3,5,3,4,4,NA,NA,+2,72,NA,NA
Zach,Johnson,3,9:09 AM*,T58,NA,+5,293,NA,4,4,3,3,5,5,4,6,4,4,5,3,4,3,5,3,4,4,NA,NA,+1,73,NA,NA
Satoshi,Kodaira,3,8:36 AM*,61,NA,+6,294,NA,5,4,4,3,5,4,4,5,4,4,4,3,5,3,5,3,4,4,NA,NA,+4,73,NA,NA
J. B.,Holmes,3,8:03 AM*,T62,NA,+8,296,NA,4,4,4,4,5,3,4,5,4,4,4,3,5,4,5,2,6,4,NA,NA,+8,74,NA,NA
Bernhard,Langer,3,8:47 AM*,T62,NA,+8,296,NA,4,5,4,3,4,4,4,4,3,4,5,5,5,3,4,3,5,6,NA,NA,+6,75,NA,NA
Emiliano,Grillo,3,9:09 AM*,T62,NA,+8,296,NA,4,5,5,4,4,3,4,4,4,5,4,3,4,4,5,3,4,4,NA,NA,+4,73,NA,NA
Alex,Noren,3,9:20 AM*,T62,NA,+8,296,NA,5,5,4,3,4,2,4,5,5,4,6,4,4,4,5,3,4,4,NA,NA,+2,75,NA,NA
Sandy,Lyle,3,NA,NA,NA,+4,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stewart,Cink,3,NA,NA,NA,+4,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin,Rose,3,NA,NA,NA,+4,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike,Weir,3,NA,NA,NA,+4,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin,O'Connell,3,NA,NA,NA,+4,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danny,Willett,3,NA,NA,NA,+4,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sergio,Garcia,3,NA,NA,NA,+4,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam,Long,3,NA,NA,NA,+5,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandt,Snedeker,3,NA,NA,NA,+5,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fred,Couples,3,NA,NA,NA,+5,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charl,Schwartzel,3,NA,NA,NA,+5,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shugo,Imahira,3,NA,NA,NA,+6,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Larry,Mize,3,NA,NA,NA,+7,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shane,Lowry,3,NA,NA,NA,+7,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt,Wallace,3,NA,NA,NA,+8,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jovan,Rebula,3,NA,NA,NA,+8,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael,Kim,3,NA,NA,NA,+10,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paul,Casey,3,NA,NA,NA,+10,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vijay,Singh,3,NA,NA,NA,+12,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ian,Woosnam,3,NA,NA,NA,+12,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jose Maria,Olazabal,3,NA,NA,NA,+13,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angel,Cabrera,3,NA,NA,NA,+13,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tiger,Woods,4,9:20 AM,1,NA,-13,275,NA,4,5,4,3,5,2,3,4,4,4,4,3,4,4,4,2,4,4,NA,NA,NA,NA,-2,70
Dustin,Johnson,4,8:47 AM,T2,NA,-12,276,NA,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,5,NA,NA,NA,NA,-4,68
Xander,Schauffele,4,8:58 AM,T2,NA,-12,276,NA,4,4,3,3,4,2,5,4,4,4,4,3,4,4,6,3,4,5,NA,NA,NA,NA,-4,68
Brooks,Koepka,4,9:09 AM,T2,NA,-12,276,NA,5,4,3,3,5,2,5,4,4,4,4,3,4,5,3,3,4,4,NA,NA,NA,NA,-2,70
Jason,Day,4,8:14 AM,T5,NA,-11,277,NA,4,5,4,3,4,2,5,5,4,4,4,2,5,3,7,3,4,5,NA,NA,NA,NA,-5,67
Webb,Simpson,4,9:09 AM,T5,NA,-11,277,NA,4,4,4,3,4,4,3,4,3,3,4,3,3,3,5,2,4,4,NA,NA,NA,NA,-2,70
Francesco,Molinari,4,9:20 AM,T5,NA,-11,277,NA,4,5,4,3,4,2,4,4,4,4,4,2,4,3,4,3,4,4,NA,NA,NA,NA,+2,74
Tony,Finau,4,9:20 AM,T5,NA,-11,277,NA,3,4,3,3,4,2,4,3,4,4,4,3,4,4,4,3,4,4,NA,NA,NA,NA,E,72
Jon,Rahm,4,8:25 AM,T9,NA,-10,278,NA,4,5,4,4,4,3,4,5,4,4,4,3,3,4,4,3,4,5,NA,NA,NA,NA,-4,68
Patrick,Cantlay,4,8:36 AM,T9,NA,-10,278,NA,3,5,4,2,4,2,4,5,3,4,3,3,5,3,4,3,3,4,NA,NA,NA,NA,-4,68
Rickie,Fowler,4,8:47 AM,T9,NA,-10,278,NA,5,4,3,2,4,3,4,4,4,5,4,3,3,4,4,3,4,5,NA,NA,NA,NA,-3,69
Bubba,Watson,4,8:14 AM,T12,NA,-8,280,NA,4,5,3,3,5,3,4,4,4,4,4,2,4,3,4,3,4,4,NA,NA,NA,NA,-3,69
Justin,Thomas,4,8:25 AM,T12,NA,-8,280,NA,3,5,3,3,4,3,4,5,4,4,4,3,5,4,4,3,4,4,NA,NA,NA,NA,-2,70
Matt,Kuchar,4,8:58 AM,T12,NA,-8,280,NA,4,5,3,3,4,2,4,5,4,4,5,4,4,3,4,2,4,4,NA,NA,NA,NA,E,72
Justin,Harding,4,8:58 AM,T12,NA,-8,280,NA,4,4,3,4,5,3,4,5,4,5,4,2,4,5,4,3,3,4,NA,NA,NA,NA,E,72
Ian,Poulter,4,9:09 AM,T12,NA,-8,280,NA,4,5,4,3,4,3,4,4,3,4,5,3,4,4,4,3,4,3,NA,NA,NA,NA,+1,73
Aaron,Wise,4,7:30 AM,17,NA,-7,281,NA,4,4,4,3,4,3,3,5,5,4,4,2,4,3,5,2,4,5,NA,NA,NA,NA,-5,67
Patton,Kizzire,4,7:41 AM,T18,NA,-6,282,NA,4,5,3,4,4,3,5,5,4,5,4,3,6,3,6,2,4,3,NA,NA,NA,NA,-3,69
Phil,Mickelson,4,8:25 AM,T18,NA,-6,282,NA,4,4,3,3,5,3,4,5,4,4,4,2,5,4,5,3,5,3,NA,NA,NA,NA,E,72
Adam,Scott,4,8:36 AM,T18,NA,-6,282,NA,3,5,4,3,5,3,4,5,4,4,4,2,4,4,5,4,4,5,NA,NA,NA,NA,+1,73
Si Woo,Kim,4,7:30 AM,T21,NA,-5,283,NA,4,4,3,5,4,2,5,5,4,4,4,4,4,4,4,3,3,4,NA,NA,NA,NA,-3,69
Kyle,Stanley,4,7:30 AM*,T21,NA,-5,283,NA,4,5,3,3,5,3,3,5,4,4,4,4,4,3,4,4,4,4,NA,NA,NA,NA,-3,69
Matthew,Fitzpatrick,4,7:41 AM,T21,NA,-5,283,NA,4,4,3,3,4,3,5,4,4,4,4,3,4,4,4,3,4,4,NA,NA,NA,NA,-2,70
Kevin,Kisner,4,7:41 AM*,T21,NA,-5,283,NA,4,5,4,3,5,3,4,4,4,6,3,3,4,5,4,3,4,4,NA,NA,NA,NA,-3,69
Rory,McIlroy,4,7:52 AM*,T21,NA,-5,283,NA,4,5,4,2,4,4,5,5,5,3,5,3,4,4,3,2,4,5,NA,NA,NA,NA,-4,68
Jordan,Spieth,4,8:03 AM,T21,NA,-5,283,NA,3,7,3,3,5,3,4,5,4,3,4,2,5,4,4,3,3,4,NA,NA,NA,NA,-1,71
Lucas,Bjerregaard,4,8:14 AM,T21,NA,-5,283,NA,4,4,4,4,6,3,4,4,4,3,4,3,4,4,3,3,4,4,NA,NA,NA,NA,E,72
Thorbjorn,Olesen,4,8:36 AM,T21,NA,-5,283,NA,4,4,4,3,5,2,4,4,4,4,3,3,4,4,4,3,4,5,NA,NA,NA,NA,+1,73
Charley,Hoffman,4,7:30 AM*,T29,NA,-4,284,NA,3,5,4,2,4,3,4,5,4,5,4,3,4,4,5,4,5,4,NA,NA,NA,NA,-2,70
Bryson,DeChambeau,4,7:41 AM*,T29,NA,-4,284,NA,4,6,4,3,5,3,4,5,3,3,4,3,4,4,5,4,5,4,NA,NA,NA,NA,-2,70
Louis,Oosthuizen,4,8:47 AM,T29,NA,-4,284,NA,4,5,4,4,5,3,3,4,4,4,3,4,5,4,5,3,4,3,NA,NA,NA,NA,+4,76
Viktor,Hovland,4,7:30 AM*,T32,NA,-3,285,NA,4,5,4,4,5,4,3,5,4,3,4,3,4,3,4,4,3,5,NA,NA,NA,NA,-1,71
Hideki,Matsuyama,4,7:52 AM,T32,NA,-3,285,NA,4,4,3,4,5,2,3,5,3,4,4,3,4,3,4,3,4,6,NA,NA,NA,NA,E,72
Gary,Woodland,4,7:52 AM*,T32,NA,-3,285,NA,5,4,4,4,5,3,5,4,3,5,5,3,4,4,4,3,5,4,NA,NA,NA,NA,-2,70
Charles,Howell III,4,8:03 AM*,T32,NA,-3,285,NA,4,5,4,4,5,3,3,4,3,5,5,3,5,5,5,3,5,5,NA,NA,NA,NA,-3,69
Kevin,Tway,4,7:41 AM,T36,NA,-2,286,NA,5,4,3,4,4,3,5,4,4,3,4,3,5,5,4,3,3,4,NA,NA,NA,NA,+1,73
Henrik,Stenson,4,7:52 AM,T36,NA,-2,286,NA,4,4,3,4,4,3,4,4,4,4,4,3,4,5,4,2,4,3,NA,NA,NA,NA,+1,73
Tommy,Fleetwood,4,8:03 AM,T36,NA,-2,286,NA,4,4,4,3,4,2,4,5,4,4,4,3,5,4,4,4,4,4,NA,NA,NA,NA,+2,74
Jimmy,Walker,4,8:03 AM*,T36,NA,-2,286,NA,4,6,4,4,4,3,4,5,4,4,4,4,5,3,4,2,3,5,NA,NA,NA,NA,-2,70
Alvaro,Ortiz,4,8:14 AM*,T36,NA,-2,286,NA,4,5,4,4,4,3,5,5,5,4,4,2,4,3,5,3,4,5,NA,NA,NA,NA,-3,69
Patrick,Reed,4,8:25 AM*,T36,NA,-2,286,NA,4,5,3,3,5,3,4,4,4,5,5,3,5,4,4,4,4,5,NA,NA,NA,NA,-3,69
Rafael,Cabrera Bello,4,8:47 AM*,T36,NA,-2,286,NA,4,6,4,3,4,3,5,5,5,4,4,2,5,5,4,3,4,5,NA,NA,NA,NA,-4,68
Keegan,Bradley,4,7:52 AM*,T43,NA,-1,287,NA,4,5,3,3,3,4,5,5,3,4,4,3,4,5,5,3,4,4,NA,NA,NA,NA,E,72
Keith,Mitchell,4,8:25 AM*,T43,NA,-1,287,NA,5,4,5,4,4,3,5,4,4,3,3,4,4,4,4,4,5,3,NA,NA,NA,NA,-3,69
Haotong,Li,4,8:58 AM*,T43,NA,-1,287,NA,4,4,4,3,4,4,5,5,4,4,4,3,4,4,5,3,5,4,NA,NA,NA,NA,-4,68
Corey,Conners,4,8:03 AM,T46,NA,E,288,NA,4,4,4,3,5,3,4,5,4,4,4,3,4,4,5,3,4,4,NA,NA,NA,NA,+4,76
Kevin,Na,4,8:14 AM*,T46,NA,E,288,NA,4,5,4,3,4,3,5,5,3,5,4,3,5,4,4,3,4,5,NA,NA,NA,NA,-1,71
Andrew,Landry,4,8:36 AM*,T46,NA,E,288,NA,4,4,4,3,5,3,3,4,5,5,5,2,5,4,7,3,3,4,NA,NA,NA,NA,-2,70
Marc,Leishman,4,7:30 AM,T49,NA,+1,289,NA,4,4,3,4,4,3,5,6,3,5,4,3,4,4,3,3,4,4,NA,NA,NA,NA,+3,75
Kiradech,Aphibarnrat,4,8:14 AM*,T49,NA,+1,289,NA,4,6,4,4,5,3,4,6,4,4,4,2,6,4,4,3,4,4,NA,NA,NA,NA,+1,73
Cameron,Smith,4,7:52 AM,T51,NA,+2,290,NA,4,4,4,3,5,2,4,5,4,3,4,4,4,4,5,3,3,4,NA,NA,NA,NA,+5,77
Eddie,Pepperell,4,8:47 AM*,T51,NA,+2,290,NA,4,5,4,3,4,3,5,4,4,4,4,3,6,3,5,3,3,5,NA,NA,NA,NA,-1,71
Martin,Kaymer,4,8:58 AM*,T51,NA,+2,290,NA,4,4,4,3,4,3,5,5,4,5,4,3,4,4,5,3,4,4,NA,NA,NA,NA,-1,71
Trevor,Immelman,4,9:20 AM*,T51,NA,+2,290,NA,5,5,3,4,5,3,4,6,3,4,4,2,6,5,4,3,4,5,NA,NA,NA,NA,-3,69
Devon,Bling,4,8:25 AM*,55,NA,+3,291,NA,4,6,3,4,4,3,3,4,4,4,5,2,4,4,6,4,3,4,NA,NA,NA,NA,+1,73
Tyrrell,Hatton,4,8:36 AM*,T56,NA,+4,292,NA,4,4,3,3,4,2,4,5,4,3,5,3,5,4,7,3,5,4,NA,NA,NA,NA,+2,74
Billy,Horschel,4,9:09 AM*,T56,NA,+4,292,NA,4,5,4,3,5,3,5,5,5,4,5,3,4,3,5,3,4,4,NA,NA,NA,NA,-1,71
Takumi,Kanaya,4,7:41 AM*,T58,NA,+5,293,NA,4,4,3,3,4,2,5,4,3,4,4,2,6,4,5,3,4,4,NA,NA,NA,NA,+6,78
Branden,Grace,4,8:58 AM*,T58,NA,+5,293,NA,4,5,4,3,5,3,4,5,4,5,4,3,4,3,5,3,4,4,NA,NA,NA,NA,+2,74
Zach,Johnson,4,9:09 AM*,T58,NA,+5,293,NA,4,4,3,3,5,5,4,6,4,4,5,3,4,3,5,3,4,4,NA,NA,NA,NA,+1,73
Satoshi,Kodaira,4,8:36 AM*,61,NA,+6,294,NA,5,4,4,3,5,4,4,5,4,4,4,3,5,3,5,3,4,4,NA,NA,NA,NA,+4,76
J. B.,Holmes,4,8:03 AM*,T62,NA,+8,296,NA,4,4,4,4,5,3,4,5,4,4,4,3,5,4,5,2,6,4,NA,NA,NA,NA,+8,80
Bernhard,Langer,4,8:47 AM*,T62,NA,+8,296,NA,4,5,4,3,4,4,4,4,3,4,5,5,5,3,4,3,5,6,NA,NA,NA,NA,+6,78
Emiliano,Grillo,4,9:09 AM*,T62,NA,+8,296,NA,4,5,5,4,4,3,4,4,4,5,4,3,4,4,5,3,4,4,NA,NA,NA,NA,+4,76
Alex,Noren,4,9:20 AM*,T62,NA,+8,296,NA,5,5,4,3,4,2,4,5,5,4,6,4,4,4,5,3,4,4,NA,NA,NA,NA,+2,74
Sandy,Lyle,4,NA,NA,NA,+4,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stewart,Cink,4,NA,NA,NA,+4,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin,Rose,4,NA,NA,NA,+4,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike,Weir,4,NA,NA,NA,+4,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin,O'Connell,4,NA,NA,NA,+4,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danny,Willett,4,NA,NA,NA,+4,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sergio,Garcia,4,NA,NA,NA,+4,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam,Long,4,NA,NA,NA,+5,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandt,Snedeker,4,NA,NA,NA,+5,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fred,Couples,4,NA,NA,NA,+5,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charl,Schwartzel,4,NA,NA,NA,+5,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shugo,Imahira,4,NA,NA,NA,+6,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Larry,Mize,4,NA,NA,NA,+7,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shane,Lowry,4,NA,NA,NA,+7,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt,Wallace,4,NA,NA,NA,+8,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jovan,Rebula,4,NA,NA,NA,+8,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael,Kim,4,NA,NA,NA,+10,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paul,Casey,4,NA,NA,NA,+10,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vijay,Singh,4,NA,NA,NA,+12,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ian,Woosnam,4,NA,NA,NA,+12,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jose Maria,Olazabal,4,NA,NA,NA,+13,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angel,Cabrera,4,NA,NA,NA,+13,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
